year,sowing_date,cultivar,planting_period,rep,heading_days,harvest_date,inc,dhs,tgw,ph,yield,heading_date
2013,2013-02-18 00:00:00 UTC,BRS264,1,1,33,78,72.3,90,18.3654,57.7,244,2013-03-23 00:00:00 UTC
2013,2013-02-18 00:00:00 UTC,BRILHANTE,1,1,43,85,64.3,80,24.4562,76.2,607,2013-04-02 00:00:00 UTC
2014,2014-02-24 00:00:00 UTC,BRS264,1,1,35,78,98,55,32.1,62.89722222,817.0666667,2014-03-31 00:00:00 UTC
2014,2014-02-24 00:00:00 UTC,PF080492,1,1,45,90,98,55,25.3,70.092,781,2014-04-10 00:00:00 UTC
2014,2014-02-24 00:00:00 UTC,BRILHANTE,1,1,45,90,89,60,28.9,66.43414634,621,2014-04-10 00:00:00 UTC
2015,2015-02-27 00:00:00 UTC,BRS264,1,1,41,70,96,50,17.89,60,221,2015-04-09 00:00:00 UTC
2015,2015-02-27 00:00:00 UTC,BRS 404,1,1,46,83,95,65,23.55,61.5,196,2015-04-14 00:00:00 UTC
2015,2015-02-27 00:00:00 UTC,BRILHANTE,1,1,48,83,92,65,25.3,65.3,235,2015-04-16 00:00:00 UTC
2016,2016-02-26 00:00:00 UTC,BRILHANTE,1,1,46,80,99,80,14.52,63.2,455,2016-04-12 00:00:00 UTC
2016,2016-02-26 00:00:00 UTC,BRS264,1,1,37,73,99,75,15.32,63.5,158,2016-04-03 00:00:00 UTC
2016,2016-02-26 00:00:00 UTC,BRS 404,1,1,44,85,99,80,13.58,61.3,521,2016-04-10 00:00:00 UTC
2017,2017-02-27 00:00:00 UTC,BRS264,1,1,37,78,68,40,31.52,72.65,1256.38,2017-04-05 00:00:00 UTC
2017,2017-02-27 00:00:00 UTC,BRILHANTE,1,1,43,80,65,40,30.07,73.54,1025.3,2017-04-11 00:00:00 UTC
2017,2017-02-27 00:00:00 UTC,BRS 404,1,1,43,80,52,40,29.66,73.49,1186.38,2017-04-11 00:00:00 UTC
2018,2018-02-26 00:00:00 UTC,BRS264,1,1,35,75,78,55,28.01,70.3,879,2018-04-02 00:00:00 UTC
2018,2018-02-26 00:00:00 UTC,BRILHANTE,1,1,45,77,76,65,27.32,72.3,785,2018-04-12 00:00:00 UTC
2018,2018-02-26 00:00:00 UTC,BRS 404,1,1,41,77,68,75,29.35,73.5,883,2018-04-08 00:00:00 UTC
2019,2019-02-22 00:00:00 UTC,SINTONIA,1,1,45,77,99,100,15.11,59.3,43.36,2019-04-08 00:00:00 UTC
2019,2019-02-22 00:00:00 UTC,BRS264,1,1,35,75,99,100,17.89,59.3,28,2019-03-29 00:00:00 UTC
2019,2019-02-22 00:00:00 UTC,BRS 404,1,1,41,77,85,100,17.23,58.6,81.2,2019-04-04 00:00:00 UTC
2013,2013-02-18 00:00:00 UTC,BRS264,1,2,33,78,75.2,90,15.0668,54.3,250,2013-03-23 00:00:00 UTC
2013,2013-02-18 00:00:00 UTC,BRILHANTE,1,2,43,85,65.5,80,25.0366,76.6,655,2013-04-02 00:00:00 UTC
2014,2014-02-24 00:00:00 UTC,BRILHANTE,1,2,45,90,98,45,27.3,65.3,451,2014-04-10 00:00:00 UTC
2014,2014-02-24 00:00:00 UTC,PF080492,1,2,45,90,85,60,23.8,62.3,458,2014-04-10 00:00:00 UTC
2014,2014-02-24 00:00:00 UTC,BRS264,1,2,35,78,84,65,24.5,61.27419355,693.4,2014-03-31 00:00:00 UTC
2015,2015-02-27 00:00:00 UTC,BRILHANTE,1,2,48,83,99,55,24.9,68.3,158,2015-04-16 00:00:00 UTC
2015,2015-02-27 00:00:00 UTC,BRS 404,1,2,46,83,99,35,24.23,62.3,334,2015-04-14 00:00:00 UTC
2015,2015-02-27 00:00:00 UTC,BRS264,1,2,41,70,97,55,20.3,62.3,276,2015-04-09 00:00:00 UTC
2016,2016-02-26 00:00:00 UTC,BRS264,1,2,37,73,99,70,13.7,62.4,255,2016-04-03 00:00:00 UTC
2016,2016-02-26 00:00:00 UTC,BRS 404,1,2,44,85,96,65,19.3,65.3,860,2016-04-10 00:00:00 UTC
2016,2016-02-26 00:00:00 UTC,BRILHANTE,1,2,46,80,92,65,12.5,63.5,328,2016-04-12 00:00:00 UTC
2017,2017-02-27 00:00:00 UTC,BRS264,1,2,37,78,72,50,28.64,74.35,1135.25,2017-04-05 00:00:00 UTC
2017,2017-02-27 00:00:00 UTC,BRILHANTE,1,2,43,80,56,65,29.84,72.65,897.65,2017-04-11 00:00:00 UTC
2017,2017-02-27 00:00:00 UTC,BRS 404,1,2,43,80,50,65,28.67,73.52,1338.69,2017-04-11 00:00:00 UTC
2018,2018-02-26 00:00:00 UTC,BRS 404,1,2,41,77,76,60,28.46,74.8,956,2018-04-08 00:00:00 UTC
2018,2018-02-26 00:00:00 UTC,BRILHANTE,1,2,45,77,75,60,25.89,70.35,632,2018-04-12 00:00:00 UTC
2018,2018-02-26 00:00:00 UTC,BRS264,1,2,35,75,75,60,26.54,70.6,952,2018-04-02 00:00:00 UTC
2019,2019-02-22 00:00:00 UTC,BRS264,1,2,35,75,99,100,15.87,59.2,25.84,2019-03-29 00:00:00 UTC
2019,2019-02-22 00:00:00 UTC,SINTONIA,1,2,45,77,98,100,18.23,60.2,40.25,2019-04-08 00:00:00 UTC
2019,2019-02-22 00:00:00 UTC,BRS 404,1,2,41,77,95,100,19.87,60.1,43.68,2019-04-04 00:00:00 UTC
2013,2013-02-18 00:00:00 UTC,BRS264,1,3,33,78,78.7,90,14.5655,59.4,227,2013-03-23 00:00:00 UTC
2013,2013-02-18 00:00:00 UTC,BRILHANTE,1,3,43,85,62.5,85,25.7653,76.4,569,2013-04-02 00:00:00 UTC
2014,2014-02-24 00:00:00 UTC,BRS264,1,3,35,78,99,50,26.3,65.836,354,2014-03-31 00:00:00 UTC
2014,2014-02-24 00:00:00 UTC,PF080492,1,3,45,90,92,55,25.4,62.4,654,2014-04-10 00:00:00 UTC
2014,2014-02-24 00:00:00 UTC,BRILHANTE,1,3,45,90,87,55,28.7,65.3,781,2014-04-10 00:00:00 UTC
2015,2015-02-27 00:00:00 UTC,BRS 404,1,3,46,83,99,50,26.31,65.8,378,2015-04-14 00:00:00 UTC
2015,2015-02-27 00:00:00 UTC,BRILHANTE,1,3,48,83,95,45,26.8,68.4,234,2015-04-16 00:00:00 UTC
2015,2015-02-27 00:00:00 UTC,BRS264,1,3,41,70,94,60,21.35,61.4,206,2015-04-09 00:00:00 UTC
2016,2016-02-26 00:00:00 UTC,BRILHANTE,1,3,46,80,99,85,14.61,64.5,602,2016-04-12 00:00:00 UTC
2016,2016-02-26 00:00:00 UTC,BRS264,1,3,37,73,99,75,14.25,61.8,360,2016-04-03 00:00:00 UTC
2016,2016-02-26 00:00:00 UTC,BRS 404,1,3,44,85,99,60,14.21,63.4,488,2016-04-10 00:00:00 UTC
2017,2017-02-27 00:00:00 UTC,BRS264,1,3,37,78,56,55,27.85,73.09,1286.98,2017-04-05 00:00:00 UTC
2017,2017-02-27 00:00:00 UTC,BRILHANTE,1,3,43,80,54,55,28.69,74.32,987.56,2017-04-11 00:00:00 UTC
2017,2017-02-27 00:00:00 UTC,BRS 404,1,3,43,80,45,35,31.55,74.36,1456.44,2017-04-11 00:00:00 UTC
2018,2018-02-26 00:00:00 UTC,BRS264,1,3,35,75,76,65,31.08,72.5,780,2018-04-02 00:00:00 UTC
2018,2018-02-26 00:00:00 UTC,BRILHANTE,1,3,45,77,75,70,23.45,71.5,856,2018-04-12 00:00:00 UTC
2018,2018-02-26 00:00:00 UTC,BRS 404,1,3,41,77,72,60,32.58,71.5,901,2018-04-08 00:00:00 UTC
2019,2019-02-22 00:00:00 UTC,SINTONIA,1,3,45,77,99,100,12.35,58.3,16.4,2019-04-08 00:00:00 UTC
2019,2019-02-22 00:00:00 UTC,BRS264,1,3,35,75,98,100,16.98,59.7,43.84,2019-03-29 00:00:00 UTC
2019,2019-02-22 00:00:00 UTC,BRS 404,1,3,41,77,88,85,22.32,59.8,57.28,2019-04-04 00:00:00 UTC
2013,2013-02-18 00:00:00 UTC,BRS264,1,4,33,78,80.5,85,13.554,60.5,190,2013-03-23 00:00:00 UTC
2013,2013-02-18 00:00:00 UTC,BRILHANTE,1,4,43,85,59.2,80,26.1281,74.2,551,2013-04-02 00:00:00 UTC
2014,2014-02-24 00:00:00 UTC,BRILHANTE,1,4,45,90,99,60,24.2,61,358,2014-04-10 00:00:00 UTC
2014,2014-02-24 00:00:00 UTC,PF080492,1,4,45,90,93,45,23.4,66,551,2014-04-10 00:00:00 UTC
2014,2014-02-24 00:00:00 UTC,BRS264,1,4,35,78,83,55,26.3,63.102,651,2014-03-31 00:00:00 UTC
2015,2015-02-27 00:00:00 UTC,BRS 404,1,4,46,83,99,55,20.36,62.1,280,2015-04-14 00:00:00 UTC
2015,2015-02-27 00:00:00 UTC,BRS264,1,4,41,70,99,45,18.32,60.4,229,2015-04-09 00:00:00 UTC
2015,2015-02-27 00:00:00 UTC,BRILHANTE,1,4,48,83,98,60,24.3,66.2,265,2015-04-16 00:00:00 UTC
2016,2016-02-26 00:00:00 UTC,BRILHANTE,1,4,46,80,99,60,13.85,62.8,335,2016-04-12 00:00:00 UTC
2016,2016-02-26 00:00:00 UTC,BRS264,1,4,37,73,99,70,10.52,58.3,177,2016-04-03 00:00:00 UTC
2016,2016-02-26 00:00:00 UTC,BRS 404,1,4,44,85,99,70,18.92,68.4,687,2016-04-10 00:00:00 UTC
2017,2017-02-27 00:00:00 UTC,BRS264,1,4,37,78,66,65,28.46,73.88,1443.46,2017-04-05 00:00:00 UTC
2017,2017-02-27 00:00:00 UTC,BRILHANTE,1,4,43,80,60,45,27.37,71.68,908.18,2017-04-11 00:00:00 UTC
2017,2017-02-27 00:00:00 UTC,BRS 404,1,4,43,80,47,60,30.67,75.65,1066.8,2017-04-11 00:00:00 UTC
2018,2018-02-26 00:00:00 UTC,BRS264,1,4,35,75,82,70,30.51,69.8,768,2018-04-02 00:00:00 UTC
2018,2018-02-26 00:00:00 UTC,BRS 404,1,4,41,77,67,55,30.25,72.5,883,2018-04-08 00:00:00 UTC
2018,2018-02-26 00:00:00 UTC,BRILHANTE,1,4,45,77,65,60,29.87,73.4,705.2,2018-04-12 00:00:00 UTC
2019,2019-02-22 00:00:00 UTC,SINTONIA,1,4,45,77,99,100,14.23,57.2,44.56,2019-04-08 00:00:00 UTC
2019,2019-02-22 00:00:00 UTC,BRS264,1,4,35,75,95,100,19.05,58.7,64.16,2019-03-29 00:00:00 UTC
2019,2019-02-22 00:00:00 UTC,BRS 404,1,4,41,77,84,90,21.13,61.6,92.16,2019-04-04 00:00:00 UTC
2013,2013-02-25 00:00:00 UTC,BRS264,2,1,36,80,84,75,15.3368,58.6,243,2013-04-02 00:00:00 UTC
2013,2013-02-25 00:00:00 UTC,BRILHANTE,2,1,44,89,78,80,26.3521,74.7,440,2013-04-10 00:00:00 UTC
2014,2014-03-03 00:00:00 UTC,BRS264,2,1,38,79,85,50,18.41,74.6,637.4,2014-04-10 00:00:00 UTC
2014,2014-03-03 00:00:00 UTC,BRILHANTE,2,1,45,99,84,50,23.8,72.1,754,2014-04-17 00:00:00 UTC
2014,2014-03-03 00:00:00 UTC,PF080492,2,1,45,99,78,50,32.5,74.6,972,2014-04-17 00:00:00 UTC
2015,2015-03-06 00:00:00 UTC,BRS264,2,1,41,75,99,50,26.7,70.1,258,2015-04-16 00:00:00 UTC
2015,2015-03-06 00:00:00 UTC,BRILHANTE,2,1,53,85,88,65,28.3,66.8,447,2015-04-28 00:00:00 UTC
2015,2015-03-06 00:00:00 UTC,BRS 404,2,1,50,85,87,40,27.3,70.2,547,2015-04-25 00:00:00 UTC
2016,2016-03-04 00:00:00 UTC,BRS264,2,1,39,74,99,50,18.65,70.8,746,2016-04-12 00:00:00 UTC
2016,2016-03-04 00:00:00 UTC,BRS 404,2,1,48,85,94,50,31.25,77.3,1160,2016-04-21 00:00:00 UTC
2016,2016-03-04 00:00:00 UTC,BRILHANTE,2,1,50,83,87,65,35.21,73.6,1150,2016-04-23 00:00:00 UTC
2017,2017-03-06 00:00:00 UTC,BRS264,2,1,39,82,61,35,31.89,74.64,1638.79,2017-04-14 00:00:00 UTC
2017,2017-03-06 00:00:00 UTC,BRILHANTE,2,1,45,88,38,65,31.58,75.62,1238.65,2017-04-20 00:00:00 UTC
2017,2017-03-06 00:00:00 UTC,BRS 404,2,1,45,87,25,45,31.04,76.74,1478.35,2017-04-20 00:00:00 UTC
2018,2018-03-05 00:00:00 UTC,BRS264,2,1,32,74,66,60,33.35,75.3,1125,2018-04-06 00:00:00 UTC
2018,2018-03-05 00:00:00 UTC,BRILHANTE,2,1,43,78,45,75,33.25,74.2,1005,2018-04-17 00:00:00 UTC
2018,2018-03-05 00:00:00 UTC,BRS 404,2,1,38,77,35,70,36.12,75.6,1230,2018-04-12 00:00:00 UTC
2019,2019-03-01 00:00:00 UTC,SINTONIA,2,1,43,78,99,100,13.89,58.6,26.4,2019-04-13 00:00:00 UTC
2019,2019-03-01 00:00:00 UTC,BRS264,2,1,32,74,94,100,15.38,61.2,90.8,2019-04-02 00:00:00 UTC
2019,2019-03-01 00:00:00 UTC,BRS 404,2,1,38,77,88,95,23.45,62.4,89.24,2019-04-08 00:00:00 UTC
2013,2013-02-25 00:00:00 UTC,BRS264,2,2,36,80,80,79.8,17.0233,59.3,316,2013-04-02 00:00:00 UTC
2013,2013-02-25 00:00:00 UTC,BRILHANTE,2,2,44,89,76,75,25.5489,73.2,570,2013-04-10 00:00:00 UTC
2014,2014-03-03 00:00:00 UTC,BRS264,2,2,38,79,84,55,18.52,75.3,715.0666667,2014-04-10 00:00:00 UTC
2014,2014-03-03 00:00:00 UTC,BRILHANTE,2,2,45,99,82,60,64.2,73.2,899,2014-04-17 00:00:00 UTC
2014,2014-03-03 00:00:00 UTC,PF080492,2,2,45,99,48,55,29.3,75.6,756,2014-04-17 00:00:00 UTC
2015,2015-03-06 00:00:00 UTC,BRS264,2,2,41,75,99,55,28.3,71.3,358,2015-04-16 00:00:00 UTC
2015,2015-03-06 00:00:00 UTC,BRILHANTE,2,2,53,85,93,60,24.3,65.4,398,2015-04-28 00:00:00 UTC
2015,2015-03-06 00:00:00 UTC,BRS 404,2,2,50,85,92,50,27.6,71.8,665,2015-04-25 00:00:00 UTC
2016,2016-03-04 00:00:00 UTC,BRS264,2,2,39,74,98,50,16.54,68.9,587,2016-04-12 00:00:00 UTC
2016,2016-03-04 00:00:00 UTC,BRILHANTE,2,2,50,83,97,65,30.52,70.3,846,2016-04-23 00:00:00 UTC
2016,2016-03-04 00:00:00 UTC,BRS 404,2,2,48,85,90,60,34.2,78.3,1241,2016-04-21 00:00:00 UTC
2017,2017-03-06 00:00:00 UTC,BRS264,2,2,39,82,53,30,31.77,76.25,1523.98,2017-04-14 00:00:00 UTC
2017,2017-03-06 00:00:00 UTC,BRILHANTE,2,2,45,88,45,45,31.25,74.35,1112.25,2017-04-20 00:00:00 UTC
2017,2017-03-06 00:00:00 UTC,BRS 404,2,2,45,87,41,50,32.54,77.65,1689.87,2017-04-20 00:00:00 UTC
2018,2018-03-05 00:00:00 UTC,BRILHANTE,2,2,43,78,65,80,35.65,73.2,1035,2018-04-17 00:00:00 UTC
2018,2018-03-05 00:00:00 UTC,BRS264,2,2,32,74,52,50,32.85,74.6,1224,2018-04-06 00:00:00 UTC
2018,2018-03-05 00:00:00 UTC,BRS 404,2,2,38,77,45,75,35.98,75.9,1325,2018-04-12 00:00:00 UTC
2019,2019-03-01 00:00:00 UTC,BRS264,2,2,32,74,99,100,13.25,62.5,37.52,2019-04-02 00:00:00 UTC
2019,2019-03-01 00:00:00 UTC,SINTONIA,2,2,43,78,95,100,16.65,58.6,86.24,2019-04-13 00:00:00 UTC
2019,2019-03-01 00:00:00 UTC,BRS 404,2,2,38,77,91,90,19.88,60.5,92.25,2019-04-08 00:00:00 UTC
2013,2013-02-25 00:00:00 UTC,BRS264,2,3,36,80,83,70.1,14.0253,55.7,301,2013-04-02 00:00:00 UTC
2013,2013-02-25 00:00:00 UTC,BRILHANTE,2,3,44,89,74,75,22.9874,74.4,520,2013-04-10 00:00:00 UTC
2014,2014-03-03 00:00:00 UTC,BRILHANTE,2,3,45,99,89,60,67.2,74.2,880,2014-04-17 00:00:00 UTC
2014,2014-03-03 00:00:00 UTC,BRS264,2,3,38,79,88,60,34.3,74.3,991.7333333,2014-04-10 00:00:00 UTC
2014,2014-03-03 00:00:00 UTC,PF080492,2,3,45,99,68,55,28.5,76.5,966,2014-04-17 00:00:00 UTC
2015,2015-03-06 00:00:00 UTC,BRS264,2,3,41,75,98,60,22.5,60.5,403,2015-04-16 00:00:00 UTC
2015,2015-03-06 00:00:00 UTC,BRS 404,2,3,50,85,85,60,26.3,70.1,538,2015-04-25 00:00:00 UTC
2015,2015-03-06 00:00:00 UTC,BRILHANTE,2,3,53,85,83,40,25.2,65.3,339,2015-04-28 00:00:00 UTC
2016,2016-03-04 00:00:00 UTC,BRS264,2,3,39,74,94,40,33.5,76.3,1150,2016-04-12 00:00:00 UTC
2016,2016-03-04 00:00:00 UTC,BRS 404,2,3,48,85,94,65,35.21,78.6,1420,2016-04-21 00:00:00 UTC
2016,2016-03-04 00:00:00 UTC,BRILHANTE,2,3,50,83,90,65,32.8,71.6,1270,2016-04-23 00:00:00 UTC
2017,2017-03-06 00:00:00 UTC,BRILHANTE,2,3,45,88,51,40,30.85,73.25,983.28,2017-04-20 00:00:00 UTC
2017,2017-03-06 00:00:00 UTC,BRS264,2,3,39,82,48,45,32.6,75.38,1463.78,2017-04-14 00:00:00 UTC
2017,2017-03-06 00:00:00 UTC,BRS 404,2,3,45,87,35,45,30.46,74.86,1756.08,2017-04-20 00:00:00 UTC
2018,2018-03-05 00:00:00 UTC,BRS264,2,3,32,74,65,55,31.96,72.5,1025,2018-04-06 00:00:00 UTC
2018,2018-03-05 00:00:00 UTC,BRILHANTE,2,3,43,78,54,60,34.25,72.3,895,2018-04-17 00:00:00 UTC
2018,2018-03-05 00:00:00 UTC,BRS 404,2,3,38,77,40,55,35.45,75.9,1287,2018-04-12 00:00:00 UTC
2019,2019-03-01 00:00:00 UTC,SINTONIA,2,3,43,78,99,100,14.05,59.4,40.64,2019-04-13 00:00:00 UTC
2019,2019-03-01 00:00:00 UTC,BRS264,2,3,32,74,99,100,16.35,62.4,33.12,2019-04-02 00:00:00 UTC
2019,2019-03-01 00:00:00 UTC,BRS 404,2,3,38,77,88,90,22.07,63.2,77.89,2019-04-08 00:00:00 UTC
2013,2013-02-25 00:00:00 UTC,BRS264,2,4,36,80,81,70,13.8972,61.1,311,2013-04-02 00:00:00 UTC
2013,2013-02-25 00:00:00 UTC,BRILHANTE,2,4,44,89,72,75,29.2258,77.6,658,2013-04-10 00:00:00 UTC
2014,2014-03-03 00:00:00 UTC,BRILHANTE,2,4,45,99,82,50,67.2,73.2,924,2014-04-17 00:00:00 UTC
2014,2014-03-03 00:00:00 UTC,BRS264,2,4,38,79,77,55,33.4,75.9,785.0666667,2014-04-10 00:00:00 UTC
2014,2014-03-03 00:00:00 UTC,PF080492,2,4,45,99,65,50,26.8,77.4,799,2014-04-17 00:00:00 UTC
2015,2015-03-06 00:00:00 UTC,BRS264,2,4,41,75,97,65,27.3,69.8,263,2015-04-16 00:00:00 UTC
2015,2015-03-06 00:00:00 UTC,BRS 404,2,4,50,85,91,55,27.9,71,745,2015-04-25 00:00:00 UTC
2015,2015-03-06 00:00:00 UTC,BRILHANTE,2,4,53,85,88,50,25.4,68.3,476,2015-04-28 00:00:00 UTC
2016,2016-03-04 00:00:00 UTC,BRS264,2,4,39,74,99,65,15.65,65.4,589,2016-04-12 00:00:00 UTC
2016,2016-03-04 00:00:00 UTC,BRS 404,2,4,48,85,97,40,30.22,77.4,1004,2016-04-21 00:00:00 UTC
2016,2016-03-04 00:00:00 UTC,BRILHANTE,2,4,50,83,95,60,19.41,67.3,884,2016-04-23 00:00:00 UTC
2017,2017-03-06 00:00:00 UTC,BRS264,2,4,39,82,42,65,30.25,76.1,1125.52,2017-04-14 00:00:00 UTC
2017,2017-03-06 00:00:00 UTC,BRILHANTE,2,4,45,88,41,60,30.66,76.38,1089.6,2017-04-20 00:00:00 UTC
2017,2017-03-06 00:00:00 UTC,BRS 404,2,4,45,87,40,40,29.87,76.85,1353.51,2017-04-20 00:00:00 UTC
2018,2018-03-05 00:00:00 UTC,BRILHANTE,2,4,43,78,47,50,34.85,75.3,993,2018-04-17 00:00:00 UTC
2018,2018-03-05 00:00:00 UTC,BRS264,2,4,32,74,42,60,35.69,74.9,996,2018-04-06 00:00:00 UTC
2018,2018-03-05 00:00:00 UTC,BRS 404,2,4,38,77,32,50,36.08,76.4,1196,2018-04-12 00:00:00 UTC
2019,2019-03-01 00:00:00 UTC,SINTONIA,2,4,43,78,99,100,11.69,60.3,21.68,2019-04-13 00:00:00 UTC
2019,2019-03-01 00:00:00 UTC,BRS264,2,4,32,74,94,100,15.28,61.3,54.78,2019-04-02 00:00:00 UTC
2019,2019-03-01 00:00:00 UTC,BRS 404,2,4,38,77,85,90,20.83,62.8,90.25,2019-04-08 00:00:00 UTC
2013,2013-03-04 00:00:00 UTC,BRS264,3,1,36,82,56,65,28.0268,67.8,431,2013-04-09 00:00:00 UTC
2013,2013-03-04 00:00:00 UTC,BRILHANTE,3,1,44,92,28,30,25.6301,74.4,669,2013-04-17 00:00:00 UTC
2014,2014-03-10 00:00:00 UTC,PF080492,3,1,47,99,87,60,28.6,74.6,876,2014-04-26 00:00:00 UTC
2014,2014-03-10 00:00:00 UTC,BRILHANTE,3,1,45,99,85,45,28.4,75.4,845,2014-04-24 00:00:00 UTC
2014,2014-03-10 00:00:00 UTC,BRS264,3,1,38,78,72,50,24.6,72.6,523,2014-04-17 00:00:00 UTC
2015,2015-03-13 00:00:00 UTC,BRS264,3,1,41,79,82,50,25.65,72.3,554,2015-04-23 00:00:00 UTC
2015,2015-03-13 00:00:00 UTC,BRS 404,3,1,50,85,68,45,28.3,65.9,957,2015-05-02 00:00:00 UTC
2015,2015-03-13 00:00:00 UTC,BRILHANTE,3,1,55,90,67,50,30.25,73.2,658,2015-05-07 00:00:00 UTC
2016,2016-03-11 00:00:00 UTC,BRS264,3,1,40,78,55,60,33.41,76.8,1045,2016-04-20 00:00:00 UTC
2016,2016-03-11 00:00:00 UTC,BRILHANTE,3,1,51,87,45,45,34.5,79.3,1360,2016-05-01 00:00:00 UTC
2016,2016-03-11 00:00:00 UTC,BRS 404,3,1,49,88,31,50,36.74,79.5,2134,2016-04-29 00:00:00 UTC
2017,2017-03-13 00:00:00 UTC,BRS264,3,1,40,87,32,45,34.25,78.65,1888.39,2017-04-22 00:00:00 UTC
2017,2017-03-13 00:00:00 UTC,BRILHANTE,3,1,47,92,25,50,31.76,77.98,1456.85,2017-04-29 00:00:00 UTC
2017,2017-03-13 00:00:00 UTC,BRS 404,3,1,45,90,20,45,33.54,76.45,1886.98,2017-04-27 00:00:00 UTC
2018,2018-03-12 00:00:00 UTC,BRILHANTE,3,1,43,80,36,65,33.44,75.9,1158,2018-04-24 00:00:00 UTC
2018,2018-03-12 00:00:00 UTC,BRS264,3,1,33,75,35,55,34.02,77.5,1468,2018-04-14 00:00:00 UTC
2018,2018-03-12 00:00:00 UTC,BRS 404,3,1,37,77,25,45,36.48,76.8,1563,2018-04-18 00:00:00 UTC
2019,2019-03-08 00:00:00 UTC,SINTONIA,3,1,43,80,99,100,16.09,59.5,19.84,2019-04-20 00:00:00 UTC
2019,2019-03-08 00:00:00 UTC,BRS264,3,1,33,75,96,100,18.87,58.3,89.92,2019-04-10 00:00:00 UTC
2019,2019-03-08 00:00:00 UTC,BRS 404,3,1,37,77,95,100,17.88,58.7,91.52,2019-04-14 00:00:00 UTC
2013,2013-03-04 00:00:00 UTC,BRS264,3,2,36,82,62,65,34.2568,75.2,480,2013-04-09 00:00:00 UTC
2013,2013-03-04 00:00:00 UTC,BRILHANTE,3,2,44,92,14,45,29.566,74.2,732,2013-04-17 00:00:00 UTC
2014,2014-03-10 00:00:00 UTC,BRILHANTE,3,2,45,99,84,50,29.3,76.7,875,2014-04-24 00:00:00 UTC
2014,2014-03-10 00:00:00 UTC,PF080492,3,2,47,99,77,45,27.6,76.5,867,2014-04-26 00:00:00 UTC
2014,2014-03-10 00:00:00 UTC,BRS264,3,2,38,78,73,45,25.3,63.69824561,664.7333333,2014-04-17 00:00:00 UTC
2015,2015-03-13 00:00:00 UTC,BRS264,3,2,41,79,89,35,28.36,69.8,674,2015-04-23 00:00:00 UTC
2015,2015-03-13 00:00:00 UTC,BRILHANTE,3,2,55,90,69,70,32.65,74.1,569,2015-05-07 00:00:00 UTC
2015,2015-03-13 00:00:00 UTC,BRS 404,3,2,50,85,56,65,27.3,71.2,560,2015-05-02 00:00:00 UTC
2016,2016-03-11 00:00:00 UTC,BRS264,3,2,40,78,62,55,32.4,78.3,1321,2016-04-20 00:00:00 UTC
2016,2016-03-11 00:00:00 UTC,BRILHANTE,3,2,51,87,38,65,35.21,78.5,1540,2016-05-01 00:00:00 UTC
2016,2016-03-11 00:00:00 UTC,BRS 404,3,2,49,88,25,65,35.31,79.3,1850,2016-04-29 00:00:00 UTC
