year,sowing_date,cultivar,planting_period,rep,heading_days,harvest_date,inc,dhs,tgw,ph,yield,heading_date
2016,2016-04-29 00:00:00 UTC,BRILHANTE,10,3,55,106,1,10,40.62,81.5,3121,2016-06-23 00:00:00 UTC
2016,2016-04-29 00:00:00 UTC,BRS 404,10,3,51,105,0,0,38.63,81.2,3058,2016-06-19 00:00:00 UTC
2017,2017-05-02 00:00:00 UTC,BRILHANTE,10,3,59,105,0,0,41.77,78.35,2468.35,2017-06-30 00:00:00 UTC
2017,2017-05-02 00:00:00 UTC,BRS264,10,3,48,95,0,0,42.62,82.46,3044.68,2017-06-19 00:00:00 UTC
2017,2017-05-02 00:00:00 UTC,BRS 404,10,3,57,105,0,0,40.39,78.68,2896.87,2017-06-28 00:00:00 UTC
2018,2018-04-30 00:00:00 UTC,BRS264,10,3,46,93,1,30,41.35,82.3,2702,2018-06-15 00:00:00 UTC
2018,2018-04-30 00:00:00 UTC,BRILHANTE,10,3,58,102,0,0,38.25,80.6,2156,2018-06-27 00:00:00 UTC
2018,2018-04-30 00:00:00 UTC,BRS 404,10,3,56,101,0,0,42.38,82.9,2860,2018-06-25 00:00:00 UTC
2019,2019-04-26 00:00:00 UTC,BRS264,10,3,46,93,37,70,29.23,76.9,603.95,2019-06-11 00:00:00 UTC
2019,2019-04-26 00:00:00 UTC,BRS 404,10,3,56,101,35,55,30.22,76,523.53,2019-06-21 00:00:00 UTC
2019,2019-04-26 00:00:00 UTC,SINTONIA,10,3,58,102,30,55,28.66,73.8,623.55,2019-06-23 00:00:00 UTC
2013,2013-04-22 00:00:00 UTC,BRS264,10,4,45,96,24,45,30.958,76.5,1874,2013-06-06 00:00:00 UTC
2013,2013-04-22 00:00:00 UTC,BRILHANTE,10,4,51,103,2,65,38.3384,77.8,2062,2013-06-12 00:00:00 UTC
2014,2014-04-28 00:00:00 UTC,BRS264,10,4,46,92,3,50,39.3,80.2,3621,2014-06-13 00:00:00 UTC
2014,2014-04-28 00:00:00 UTC,PF080492,10,4,53,106,2,45,40.5,83.74,2749.733333,2014-06-20 00:00:00 UTC
2014,2014-04-28 00:00:00 UTC,BRILHANTE,10,4,53,106,1,90,39.8,82.064,2706.4,2014-06-20 00:00:00 UTC
2015,2015-05-01 00:00:00 UTC,BRS264,10,4,46,92,3,40,38.9,81.3,3554,2015-06-16 00:00:00 UTC
2015,2015-05-01 00:00:00 UTC,BRILHANTE,10,4,56,106,2,35,38.9,80.3,3257.2,2015-06-26 00:00:00 UTC
2015,2015-05-01 00:00:00 UTC,BRS 404,10,4,50,102,1,50,38.2,81.8,3524,2015-06-20 00:00:00 UTC
2016,2016-04-29 00:00:00 UTC,BRS 404,10,4,51,105,1,50,50.24,81.5,3557,2016-06-19 00:00:00 UTC
2016,2016-04-29 00:00:00 UTC,BRILHANTE,10,4,55,106,0,0,39.58,80.7,2784,2016-06-23 00:00:00 UTC
2016,2016-04-29 00:00:00 UTC,BRS264,10,4,46,94,0,0,38.62,81.5,3266,2016-06-14 00:00:00 UTC
2017,2017-05-02 00:00:00 UTC,BRILHANTE,10,4,59,105,0,0,40.6,80.58,2987.35,2017-06-30 00:00:00 UTC
2017,2017-05-02 00:00:00 UTC,BRS264,10,4,48,95,0,0,41.75,81.21,3127.47,2017-06-19 00:00:00 UTC
2017,2017-05-02 00:00:00 UTC,BRS 404,10,4,57,105,0,0,38.94,82.92,3225.68,2017-06-28 00:00:00 UTC
2018,2018-04-30 00:00:00 UTC,BRILHANTE,10,4,58,102,0,0,40.32,78.3,2435,2018-06-27 00:00:00 UTC
2018,2018-04-30 00:00:00 UTC,BRS264,10,4,46,93,0,0,40.52,81,2699,2018-06-15 00:00:00 UTC
2018,2018-04-30 00:00:00 UTC,BRS 404,10,4,56,101,0,0,40.52,81.3,2483,2018-06-25 00:00:00 UTC
2019,2019-04-26 00:00:00 UTC,SINTONIA,10,4,58,102,32,70,24.82,74.3,598.33,2019-06-23 00:00:00 UTC
2019,2019-04-26 00:00:00 UTC,BRS 404,10,4,56,101,32,50,28.94,76.2,645.7,2019-06-21 00:00:00 UTC
2019,2019-04-26 00:00:00 UTC,BRS264,10,4,46,93,30,55,25.16,75.3,468.17,2019-06-11 00:00:00 UTC
2013,2013-04-29 00:00:00 UTC,BRS264,11,1,45,96,4,35,36.5899,80.7,2536,2013-06-13 00:00:00 UTC
2013,2013-04-29 00:00:00 UTC,BRILHANTE,11,1,53,103,1,90,39.887,79.3,2181,2013-06-21 00:00:00 UTC
2014,2014-05-05 00:00:00 UTC,BRS264,11,1,46,92,1,60,41.3,80.782,3689.4,2014-06-20 00:00:00 UTC
2014,2014-05-05 00:00:00 UTC,BRILHANTE,11,1,55,106,0,0,41.3,85.206,2252.066667,2014-06-29 00:00:00 UTC
2014,2014-05-05 00:00:00 UTC,PF080492,11,1,55,106,0,0,39.2,85.084,2358,2014-06-29 00:00:00 UTC
2015,2015-05-08 00:00:00 UTC,BRILHANTE,11,1,56,106,0,0,38.6,82.3,3666,2015-07-03 00:00:00 UTC
2015,2015-05-08 00:00:00 UTC,BRS264,11,1,46,95,0,0,36.7,78.6,3998,2015-06-23 00:00:00 UTC
2015,2015-05-08 00:00:00 UTC,BRS 404,11,1,50,102,0,0,37,80.2,3054,2015-06-27 00:00:00 UTC
2016,2016-05-06 00:00:00 UTC,BRILHANTE,11,1,55,107,1,20,39.62,78.5,2587,2016-06-30 00:00:00 UTC
2016,2016-05-06 00:00:00 UTC,BRS264,11,1,46,96,1,70,41.32,79.6,2974,2016-06-21 00:00:00 UTC
2016,2016-05-06 00:00:00 UTC,BRS 404,11,1,52,104,0,0,41.32,78.6,3147,2016-06-27 00:00:00 UTC
2017,2017-05-08 00:00:00 UTC,BRILHANTE,11,1,59,106,0,0,38.53,80.45,2887.6,2017-07-06 00:00:00 UTC
2017,2017-05-08 00:00:00 UTC,BRS264,11,1,50,95,0,0,41.64,81.25,3125.8,2017-06-27 00:00:00 UTC
2017,2017-05-08 00:00:00 UTC,BRS 404,11,1,58,104,0,0,39.58,83.45,3258.65,2017-07-05 00:00:00 UTC
2018,2018-05-07 00:00:00 UTC,BRILHANTE,11,1,58,105,0,0,41.3,79.4,1965,2018-07-04 00:00:00 UTC
2018,2018-05-07 00:00:00 UTC,BRS264,11,1,45,95,0,0,40.47,80.5,2746,2018-06-21 00:00:00 UTC
2018,2018-05-07 00:00:00 UTC,BRS 404,11,1,56,103,0,0,41.46,80.8,2863,2018-07-02 00:00:00 UTC
2019,2019-05-03 00:00:00 UTC,BRS264,11,1,45,95,28,65,32.34,77.8,891.14,2019-06-17 00:00:00 UTC
2019,2019-05-03 00:00:00 UTC,SINTONIA,11,1,58,105,22,60,31.58,76.5,800.93,2019-06-30 00:00:00 UTC
2019,2019-05-03 00:00:00 UTC,BRS 404,11,1,56,103,12,55,38.25,75.3,1084.48,2019-06-28 00:00:00 UTC
2013,2013-04-29 00:00:00 UTC,BRS264,11,2,45,96,3,50,36.5036,79.6,2114,2013-06-13 00:00:00 UTC
2013,2013-04-29 00:00:00 UTC,BRILHANTE,11,2,53,103,1,80,39.5604,78,1734,2013-06-21 00:00:00 UTC
2014,2014-05-05 00:00:00 UTC,BRS264,11,2,46,92,1,10,40.2,83.6,3577.4,2014-06-20 00:00:00 UTC
2014,2014-05-05 00:00:00 UTC,BRILHANTE,11,2,55,106,0,0,40.2,84.416,2230.090909,2014-06-29 00:00:00 UTC
2014,2014-05-05 00:00:00 UTC,PF080492,11,2,55,106,0,0,38.7,84.426,2665.733333,2014-06-29 00:00:00 UTC
2015,2015-05-08 00:00:00 UTC,BRS264,11,2,46,95,2,60,36.8,77.3,3687,2015-06-23 00:00:00 UTC
2015,2015-05-08 00:00:00 UTC,BRS 404,11,2,50,102,1,20,38,82.6,3412,2015-06-27 00:00:00 UTC
2015,2015-05-08 00:00:00 UTC,BRILHANTE,11,2,56,106,0,0,37.2,73.4,3088.7,2015-07-03 00:00:00 UTC
2016,2016-05-06 00:00:00 UTC,BRILHANTE,11,2,55,107,0,0,38.65,78.6,2658,2016-06-30 00:00:00 UTC
2016,2016-05-06 00:00:00 UTC,BRS264,11,2,46,96,0,0,39.7,80.5,3005,2016-06-21 00:00:00 UTC
2016,2016-05-06 00:00:00 UTC,BRS 404,11,2,52,104,0,0,40.48,83.1,2889,2016-06-27 00:00:00 UTC
2017,2017-05-08 00:00:00 UTC,BRILHANTE,11,2,59,106,0,0,38.66,78.65,2987,2017-07-06 00:00:00 UTC
2017,2017-05-08 00:00:00 UTC,BRS264,11,2,50,95,0,0,40.87,82.84,3265.46,2017-06-27 00:00:00 UTC
2017,2017-05-08 00:00:00 UTC,BRS 404,11,2,58,104,0,0,38.67,80.24,3089.35,2017-07-05 00:00:00 UTC
2018,2018-05-07 00:00:00 UTC,BRS264,11,2,45,95,1,10,41.38,79.8,2882,2018-06-21 00:00:00 UTC
2018,2018-05-07 00:00:00 UTC,BRILHANTE,11,2,58,105,0,0,38.41,78.2,2224,2018-07-04 00:00:00 UTC
2018,2018-05-07 00:00:00 UTC,BRS 404,11,2,56,103,0,0,40.85,83.2,2553,2018-07-02 00:00:00 UTC
2019,2019-05-03 00:00:00 UTC,SINTONIA,11,2,58,105,25,65,34.33,77.3,759.44,2019-06-30 00:00:00 UTC
2019,2019-05-03 00:00:00 UTC,BRS264,11,2,45,95,23,50,31.12,78,829.03,2019-06-17 00:00:00 UTC
2019,2019-05-03 00:00:00 UTC,BRS 404,11,2,56,103,10,60,39.33,77.8,1063.09,2019-06-28 00:00:00 UTC
2013,2013-04-29 00:00:00 UTC,BRILHANTE,11,3,53,103,4,60,37.8829,79.1,1663,2013-06-21 00:00:00 UTC
2013,2013-04-29 00:00:00 UTC,BRS264,11,3,45,96,3,45,35.7029,80.6,2175,2013-06-13 00:00:00 UTC
2014,2014-05-05 00:00:00 UTC,BRILHANTE,11,3,55,106,1,50,39.5,86.522,2825.733333,2014-06-29 00:00:00 UTC
2014,2014-05-05 00:00:00 UTC,BRS264,11,3,46,92,1,40,37.8,81.01492537,2678.733333,2014-06-20 00:00:00 UTC
2014,2014-05-05 00:00:00 UTC,PF080492,11,3,55,106,0,0,40.2,84.098,2456,2014-06-29 00:00:00 UTC
2015,2015-05-08 00:00:00 UTC,BRS 404,11,3,50,102,1,40,38.2,78.2,3573,2015-06-27 00:00:00 UTC
2015,2015-05-08 00:00:00 UTC,BRILHANTE,11,3,56,106,0,0,36.8,78.3,3166,2015-07-03 00:00:00 UTC
2015,2015-05-08 00:00:00 UTC,BRS264,11,3,46,95,0,0,36.7,78.3,3652.3,2015-06-23 00:00:00 UTC
2016,2016-05-06 00:00:00 UTC,BRILHANTE,11,3,55,107,0,0,38.47,79.6,2346,2016-06-30 00:00:00 UTC
2016,2016-05-06 00:00:00 UTC,BRS264,11,3,46,96,0,0,38.31,84.3,3124,2016-06-21 00:00:00 UTC
2016,2016-05-06 00:00:00 UTC,BRS 404,11,3,52,104,0,0,39.72,78.6,2779,2016-06-27 00:00:00 UTC
2017,2017-05-08 00:00:00 UTC,BRILHANTE,11,3,59,106,0,0,38.46,79.03,2867.35,2017-07-06 00:00:00 UTC
2017,2017-05-08 00:00:00 UTC,BRS264,11,3,50,95,0,0,41.63,82.64,3335.47,2017-06-27 00:00:00 UTC
2017,2017-05-08 00:00:00 UTC,BRS 404,11,3,58,104,0,0,41.56,80.35,3356.66,2017-07-05 00:00:00 UTC
2018,2018-05-07 00:00:00 UTC,BRILHANTE,11,3,58,105,0,0,39.45,41.3,2135,2018-07-04 00:00:00 UTC
2018,2018-05-07 00:00:00 UTC,BRS264,11,3,45,95,0,0,42.13,80.7,2456,2018-06-21 00:00:00 UTC
2018,2018-05-07 00:00:00 UTC,BRS 404,11,3,56,103,0,0,42.84,81.4,2870,2018-07-02 00:00:00 UTC
2019,2019-05-03 00:00:00 UTC,SINTONIA,11,3,58,105,28,50,35.32,77.3,721.33,2019-06-30 00:00:00 UTC
2019,2019-05-03 00:00:00 UTC,BRS264,11,3,45,95,25,65,28.77,76.5,854.21,2019-06-17 00:00:00 UTC
2019,2019-05-03 00:00:00 UTC,BRS 404,11,3,56,103,15,55,35.83,76.4,985.21,2019-06-28 00:00:00 UTC
2013,2013-04-29 00:00:00 UTC,BRS264,11,4,45,96,8,40,35.6823,78.5,1499,2013-06-13 00:00:00 UTC
2013,2013-04-29 00:00:00 UTC,BRILHANTE,11,4,53,103,1,100,38.5219,77.6,1693,2013-06-21 00:00:00 UTC
2014,2014-05-05 00:00:00 UTC,BRILHANTE,11,4,55,106,1,30,38.7,85.842,2796.733333,2014-06-29 00:00:00 UTC
2014,2014-05-05 00:00:00 UTC,BRS264,11,4,46,92,1,40,38.9,80.01052632,2920.066667,2014-06-20 00:00:00 UTC
2014,2014-05-05 00:00:00 UTC,PF080492,11,4,55,106,1,30,41.2,82.284,2587,2014-06-29 00:00:00 UTC
2015,2015-05-08 00:00:00 UTC,BRILHANTE,11,4,56,106,0,0,36.1,81.5,3002.3,2015-07-03 00:00:00 UTC
2015,2015-05-08 00:00:00 UTC,BRS264,11,4,46,95,0,0,36.7,76.3,3254,2015-06-23 00:00:00 UTC
2015,2015-05-08 00:00:00 UTC,BRS 404,11,4,50,102,0,0,37.2,77.9,3388,2015-06-27 00:00:00 UTC
2016,2016-05-06 00:00:00 UTC,BRILHANTE,11,4,55,107,0,0,40.33,80.3,2869,2016-06-30 00:00:00 UTC
2016,2016-05-06 00:00:00 UTC,BRS264,11,4,46,96,0,0,39.53,80.56,2874,2016-06-21 00:00:00 UTC
2016,2016-05-06 00:00:00 UTC,BRS 404,11,4,52,104,0,0,40.48,79.65,3205,2016-06-27 00:00:00 UTC
2017,2017-05-08 00:00:00 UTC,BRILHANTE,11,4,59,106,0,0,39.57,79.54,2688.44,2017-07-06 00:00:00 UTC
2017,2017-05-08 00:00:00 UTC,BRS264,11,4,50,95,0,0,40.89,81.35,3077.69,2017-06-27 00:00:00 UTC
2017,2017-05-08 00:00:00 UTC,BRS 404,11,4,58,104,0,0,40.37,82.34,3228.87,2017-07-05 00:00:00 UTC
2018,2018-05-07 00:00:00 UTC,BRILHANTE,11,4,58,105,0,0,40.32,39.4,2335,2018-07-04 00:00:00 UTC
2018,2018-05-07 00:00:00 UTC,BRS264,11,4,45,95,0,0,40.66,82.1,2776,2018-06-21 00:00:00 UTC
2018,2018-05-07 00:00:00 UTC,BRS 404,11,4,56,103,0,0,41.95,82.8,2697,2018-07-02 00:00:00 UTC
2019,2019-05-03 00:00:00 UTC,BRS264,11,4,45,95,24,50,31.86,77.3,724.97,2019-06-17 00:00:00 UTC
2019,2019-05-03 00:00:00 UTC,BRS 404,11,4,56,103,21,45,36.91,77.8,955.87,2019-06-28 00:00:00 UTC
2019,2019-05-03 00:00:00 UTC,SINTONIA,11,4,58,105,19,50,32.16,76.8,907.64,2019-06-30 00:00:00 UTC
2013,2013-05-06 00:00:00 UTC,BRS264,12,1,47,96,7,75,34.6582,78.5,1291,2013-06-22 00:00:00 UTC
2013,2013-05-06 00:00:00 UTC,BRILHANTE,12,1,54,106,0,0,39.5521,77,1601,2013-06-29 00:00:00 UTC
2014,2014-05-12 00:00:00 UTC,BRILHANTE,12,1,57,106,0,0,38.6,83.178,2406.733333,2014-07-08 00:00:00 UTC
2014,2014-05-12 00:00:00 UTC,BRS264,12,1,48,99,0,0,40.2,80.83,3354,2014-06-29 00:00:00 UTC
2014,2014-05-12 00:00:00 UTC,PF080492,12,1,57,106,0,0,39.5,84.436,2956.4,2014-07-08 00:00:00 UTC
2015,2015-05-15 00:00:00 UTC,BRS264,12,1,48,96,1,30,37.9,77.5,3187,2015-07-02 00:00:00 UTC
2015,2015-05-15 00:00:00 UTC,BRILHANTE,12,1,57,106,0,0,36.8,78.2,2563.1,2015-07-11 00:00:00 UTC
2015,2015-05-15 00:00:00 UTC,BRS 404,12,1,53,102,0,0,39.2,80.1,3258.6,2015-07-07 00:00:00 UTC
2016,2016-05-13 00:00:00 UTC,BRILHANTE,12,1,56,107,0,0,38.62,80.2,2245,2016-07-08 00:00:00 UTC
2016,2016-05-13 00:00:00 UTC,BRS264,12,1,47,98,0,0,38.92,81.25,2654,2016-06-29 00:00:00 UTC
2016,2016-05-13 00:00:00 UTC,BRS 404,12,1,52,105,0,0,39.21,78.6,2430,2016-07-04 00:00:00 UTC
2017,2017-05-15 00:00:00 UTC,BRILHANTE,12,1,58,107,0,0,40.32,80.35,2568,2017-07-12 00:00:00 UTC
2017,2017-05-15 00:00:00 UTC,BRS264,12,1,50,95,0,0,42.31,81.38,3067.54,2017-07-04 00:00:00 UTC
2017,2017-05-15 00:00:00 UTC,BRS 404,12,1,58,105,0,0,40.35,81.25,3244.43,2017-07-12 00:00:00 UTC
2018,2018-05-14 00:00:00 UTC,BRILHANTE,12,1,57,107,0,0,40.52,41.2,2054,2018-07-10 00:00:00 UTC
2018,2018-05-14 00:00:00 UTC,BRS264,12,1,45,96,0,0,38.35,80.8,2568,2018-06-28 00:00:00 UTC
2018,2018-05-14 00:00:00 UTC,BRS 404,12,1,57,105,0,0,39.04,83.5,3012,2018-07-10 00:00:00 UTC
2019,2019-05-10 00:00:00 UTC,SINTONIA,12,1,57,107,11,45,37.58,77.5,1011.84,2019-07-06 00:00:00 UTC
2019,2019-05-10 00:00:00 UTC,BRS264,12,1,45,96,6,60,40.12,78.6,1060.12,2019-06-24 00:00:00 UTC
2019,2019-05-10 00:00:00 UTC,BRS 404,12,1,57,105,3,45,40.34,80.2,1159.32,2019-07-06 00:00:00 UTC
2013,2013-05-06 00:00:00 UTC,BRS264,12,2,47,96,6,60,34.5996,78.4,1567,2013-06-22 00:00:00 UTC
2013,2013-05-06 00:00:00 UTC,BRILHANTE,12,2,54,106,0,0,40.5269,78.3,1716,2013-06-29 00:00:00 UTC
2014,2014-05-12 00:00:00 UTC,BRILHANTE,12,2,57,106,1,80,39.4,80.476,3128.4,2014-07-08 00:00:00 UTC
2014,2014-05-12 00:00:00 UTC,BRS264,12,2,48,99,1,20,42.3,80.48,3332.4,2014-06-29 00:00:00 UTC
2014,2014-05-12 00:00:00 UTC,PF080492,12,2,57,106,0,0,42.3,83.568,2651.4,2014-07-08 00:00:00 UTC
2015,2015-05-15 00:00:00 UTC,BRILHANTE,12,2,57,106,1,60,37.8,78.4,2774.6,2015-07-11 00:00:00 UTC
2015,2015-05-15 00:00:00 UTC,BRS264,12,2,48,96,0,0,37.2,80.4,3556.4,2015-07-02 00:00:00 UTC
2015,2015-05-15 00:00:00 UTC,BRS 404,12,2,53,102,0,0,38.6,81.3,2897.2,2015-07-07 00:00:00 UTC
2016,2016-05-13 00:00:00 UTC,BRS264,12,2,47,98,1,20,41.24,78.5,2874,2016-06-29 00:00:00 UTC
2016,2016-05-13 00:00:00 UTC,BRILHANTE,12,2,56,107,0,0,39.27,81.3,2380,2016-07-08 00:00:00 UTC
2016,2016-05-13 00:00:00 UTC,BRS 404,12,2,52,105,0,0,40.34,79.5,2945,2016-07-04 00:00:00 UTC
2017,2017-05-15 00:00:00 UTC,BRILHANTE,12,2,58,107,0,0,39.57,81.25,2554.3,2017-07-12 00:00:00 UTC
2017,2017-05-15 00:00:00 UTC,BRS264,12,2,50,95,0,0,41.05,82.6,3326.38,2017-07-04 00:00:00 UTC
2017,2017-05-15 00:00:00 UTC,BRS 404,12,2,58,105,0,0,42.86,83.05,3256.6,2017-07-12 00:00:00 UTC
2018,2018-05-14 00:00:00 UTC,BRILHANTE,12,2,57,107,0,0,38.32,40.3,2114,2018-07-10 00:00:00 UTC
2018,2018-05-14 00:00:00 UTC,BRS264,12,2,45,96,0,0,40.65,82.1,2870,2018-06-28 00:00:00 UTC
2018,2018-05-14 00:00:00 UTC,BRS 404,12,2,57,105,0,0,41,81.4,2835,2018-07-10 00:00:00 UTC
2019,2019-05-10 00:00:00 UTC,SINTONIA,12,2,57,107,8,40,38.79,78.2,1097.57,2019-07-06 00:00:00 UTC
2019,2019-05-10 00:00:00 UTC,BRS264,12,2,45,96,3,45,41.23,79.52,1120.52,2019-06-24 00:00:00 UTC
2019,2019-05-10 00:00:00 UTC,BRS 404,12,2,57,105,1,50,38.22,81.3,1180.2,2019-07-06 00:00:00 UTC
2013,2013-05-06 00:00:00 UTC,BRS264,12,3,47,96,4,70,33.8993,77.3,1639,2013-06-22 00:00:00 UTC
2013,2013-05-06 00:00:00 UTC,BRILHANTE,12,3,54,106,0,0,41.0354,78.5,1933,2013-06-29 00:00:00 UTC
2014,2014-05-12 00:00:00 UTC,BRILHANTE,12,3,57,106,1,40,39.8,80.806,2272.733333,2014-07-08 00:00:00 UTC
2014,2014-05-12 00:00:00 UTC,BRS264,12,3,48,99,0,0,41.2,81.392,3727.4,2014-06-29 00:00:00 UTC
2014,2014-05-12 00:00:00 UTC,PF080492,12,3,57,106,0,0,40.3,83.068,2054,2014-07-08 00:00:00 UTC
2015,2015-05-15 00:00:00 UTC,BRILHANTE,12,3,57,106,1,40,38.2,83.2,2556,2015-07-11 00:00:00 UTC
2015,2015-05-15 00:00:00 UTC,BRS 404,12,3,53,102,1,60,36.2,78.2,3445.6,2015-07-07 00:00:00 UTC
2015,2015-05-15 00:00:00 UTC,BRS264,12,3,48,96,0,0,38.2,78.2,3224.9,2015-07-02 00:00:00 UTC
2016,2016-05-13 00:00:00 UTC,BRILHANTE,12,3,56,107,0,0,38.45,78.98,2556,2016-07-08 00:00:00 UTC
2016,2016-05-13 00:00:00 UTC,BRS264,12,3,47,98,0,0,39.53,78.5,2360,2016-06-29 00:00:00 UTC
2016,2016-05-13 00:00:00 UTC,BRS 404,12,3,52,105,0,0,40.29,80.2,2553,2016-07-04 00:00:00 UTC
2017,2017-05-15 00:00:00 UTC,BRILHANTE,12,3,58,107,0,0,40.35,78.35,3008.68,2017-07-12 00:00:00 UTC
2017,2017-05-15 00:00:00 UTC,BRS264,12,3,50,95,0,0,41.34,81.69,3247.91,2017-07-04 00:00:00 UTC
2017,2017-05-15 00:00:00 UTC,BRS 404,12,3,58,105,0,0,42.1,80.32,3546.25,2017-07-12 00:00:00 UTC
2018,2018-05-14 00:00:00 UTC,BRILHANTE,12,3,57,107,0,0,40.18,38.5,2356,2018-07-10 00:00:00 UTC
2018,2018-05-14 00:00:00 UTC,BRS264,12,3,45,96,0,0,41.85,81.3,2699,2018-06-28 00:00:00 UTC
2018,2018-05-14 00:00:00 UTC,BRS 404,12,3,57,105,0,0,42.32,80.5,2558,2018-07-10 00:00:00 UTC
2019,2019-05-10 00:00:00 UTC,BRS264,12,3,45,96,7,50,39.22,78.32,1119.23,2019-06-24 00:00:00 UTC
2019,2019-05-10 00:00:00 UTC,SINTONIA,12,3,57,107,4,45,39.8,76.8,1068.2,2019-07-06 00:00:00 UTC
2019,2019-05-10 00:00:00 UTC,BRS 404,12,3,57,105,0,55,41.33,80.3,1145.33,2019-07-06 00:00:00 UTC
2013,2013-05-06 00:00:00 UTC,BRS264,12,4,47,96,3,80,36.2058,79.6,1657,2013-06-22 00:00:00 UTC
2013,2013-05-06 00:00:00 UTC,BRILHANTE,12,4,54,106,0,0,39.6791,78.6,1701,2013-06-29 00:00:00 UTC
2014,2014-05-12 00:00:00 UTC,BRS264,12,4,48,99,1,70,38.6,80.556,3602.4,2014-06-29 00:00:00 UTC
2014,2014-05-12 00:00:00 UTC,BRILHANTE,12,4,57,106,0,0,38.9,83.136,2737.4,2014-07-08 00:00:00 UTC
2014,2014-05-12 00:00:00 UTC,PF080492,12,4,57,106,0,0,41.2,81.892,2135,2014-07-08 00:00:00 UTC
2015,2015-05-15 00:00:00 UTC,BRS264,12,4,48,96,1,50,38.4,80.2,3444,2015-07-02 00:00:00 UTC
2015,2015-05-15 00:00:00 UTC,BRILHANTE,12,4,57,106,0,0,38.2,76.8,3021.4,2015-07-11 00:00:00 UTC
2015,2015-05-15 00:00:00 UTC,BRS 404,12,4,53,102,0,0,37.4,78.6,3045.6,2015-07-07 00:00:00 UTC
2016,2016-05-13 00:00:00 UTC,BRILHANTE,12,4,56,107,0,0,40.09,80.3,2478,2016-07-08 00:00:00 UTC
2016,2016-05-13 00:00:00 UTC,BRS264,12,4,47,98,0,0,40.61,80.1,2884,2016-06-29 00:00:00 UTC
2016,2016-05-13 00:00:00 UTC,BRS 404,12,4,52,105,0,0,38.11,78.8,2741,2016-07-04 00:00:00 UTC
2017,2017-05-15 00:00:00 UTC,BRILHANTE,12,4,58,107,0,0,38.54,78.76,2980.69,2017-07-12 00:00:00 UTC
2017,2017-05-15 00:00:00 UTC,BRS264,12,4,50,95,0,0,42.52,82.45,3356.18,2017-07-04 00:00:00 UTC
2017,2017-05-15 00:00:00 UTC,BRS 404,12,4,58,105,0,0,38.95,79.67,3168.97,2017-07-12 00:00:00 UTC
2018,2018-05-14 00:00:00 UTC,BRILHANTE,12,4,57,107,0,0,39.35,39.4,2086,2018-07-10 00:00:00 UTC
2018,2018-05-14 00:00:00 UTC,BRS264,12,4,45,96,0,0,40.23,82.4,2880,2018-06-28 00:00:00 UTC
2018,2018-05-14 00:00:00 UTC,BRS 404,12,4,57,105,0,0,41.87,82.3,2865,2018-07-10 00:00:00 UTC
2019,2019-05-10 00:00:00 UTC,BRS264,12,4,45,96,7,40,40.09,79.3,1045.94,2019-06-24 00:00:00 UTC
2019,2019-05-10 00:00:00 UTC,SINTONIA,12,4,57,107,5,42,38.04,79.5,1007.06,2019-07-06 00:00:00 UTC
2019,2019-05-10 00:00:00 UTC,BRS 404,12,4,57,105,2,50,40.12,79.8,1177.54,2019-07-06 00:00:00 UTC